"parentTerm","parent_size","ID","cluster","parent","parentSimScore","score","size","term","Description","Freq"
"tRNA aminoacylation for protein translation",3,"GO:0006418",89,"GO:0006418",0.999,1,38,"tRNA aminoacylation for protein translation","tRNA aminoacylation for protein translation",1
"tRNA aminoacylation for protein translation",3,"GO:0106074",89,"GO:0006418",0.717,1,13,"aminoacyl-tRNA metabolism involved in translational fidelity","aminoacyl-tRNA metabolism involved in
translational fidelity",1
"actin filament severing",2,"GO:0051014",44,"GO:0051014",1,2,8,"actin filament severing","actin filament severing",2
"canonical glycolysis",2,"GO:0019674",90,"GO:0061621",0.96,1,19,"NAD metabolic process","NAD metabolic process",1
"canonical glycolysis",2,"GO:0061621",90,"GO:0061621",1,1,31,"canonical glycolysis","canonical glycolysis",1
"hormone metabolic process",2,"GO:0042445",83,"GO:0042445",0.997,1,13,"hormone metabolic process","hormone metabolic process",1
"hormone metabolic process",2,"GO:0070327",83,"GO:0042445",0.661,1,9,"thyroid hormone transport","thyroid hormone transport",1
"inositol phosphate metabolic process",2,"GO:0043647",94,"GO:0043647",0.999,1,48,"inositol phosphate metabolic process","inositol phosphate metabolic process",1
"inositol phosphate metabolic process",2,"GO:0042416",94,"GO:0043647",0.612,1,10,"dopamine biosynthetic process","dopamine biosynthetic process",1
"lipoprotein metabolic process",2,"GO:0042157",93,"GO:0042157",0.999,1,20,"lipoprotein metabolic process","lipoprotein metabolic process",1
"lipoprotein metabolic process",2,"GO:0018345",93,"GO:0042157",0.912,1,30,"protein palmitoylation","protein palmitoylation",1
"neuronal stem cell population maintenance",2,"GO:0035019",75,"GO:0097150",0.823,1,68,"somatic stem cell population maintenance","somatic stem cell population maintenance",1
"neuronal stem cell population maintenance",2,"GO:0097150",75,"GO:0097150",1,1,24,"neuronal stem cell population maintenance","neuronal stem cell population maintenance",1
"toxin transport",2,"GO:1901998",43,"GO:1901998",1,2,37,"toxin transport","toxin transport",2
"xenobiotic transport",2,"GO:0042908",67,"GO:0042908",1,2,9,"xenobiotic transport","xenobiotic transport",2
"aging",1,"GO:0007568",99,"GO:0007568",0.998,1,169,"aging","aging",1
"amyloid precursor protein catabolic process",1,"GO:0042987",98,"GO:0042987",0.999,1,10,"amyloid precursor protein catabolic process","amyloid precursor protein catabolic process",1
"cytolysis",1,"GO:0019835",74,"GO:0019835",1,1,19,"cytolysis","cytolysis",1
"peptidyl-proline hydroxylation to 4-hydroxy-L-proline",1,"GO:0018401",91,"GO:0018401",1,1,8,"peptidyl-proline hydroxylation to 4-hydroxy-L-proline","peptidyl-proline hydroxylation to 4-hydroxy-L-proline",1
"response to arsenic-containing substance",1,"GO:0046685",85,"GO:0046685",1,1,12,"response to arsenic-containing substance","response to arsenic-containing substance",1
"roof of mouth development",1,"GO:0060021",97,"GO:0060021",0.999,1,64,"roof of mouth development","roof of mouth development",1
